fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
2.56448033,1.004355197,4.624605463,2.060125133,0.081,3.79448033,7.7,1.560125133,5.7,0.585355197,1.008710393
13.62437402,11.00375626,26.74499179,13.12061776,0.065,14.85437402,14.2,2.620617763,1.2,0.56875626,11.00751252
13.52478372,11.00475216,26.54481529,13.02003156,0.097,14.75478372,14.2,2.520031562,1.2,0.601752163,11.00950433
13.529635,11.00470365,26.55456635,13.02493135,0.097,14.759635,14.2,2.524931351,1.2,0.60170365,11.0094073
13.06617369,11.00933826,25.62300911,12.55683542,0.097,14.29617369,14.2,2.056835423,1.2,0.606338263,11.01867653
13.60167985,11.0039832,26.6993765,13.09769665,0.097,14.83167985,14.2,2.597696651,1.2,0.600983201,11.0079664
13.12755249,11.00872448,25.74638051,12.61882802,0.065,14.35755249,14.2,2.118828017,1.2,0.573724475,11.01744895
13.60706948,11.00392931,26.71020965,13.10314017,0.263,14.83706948,14.2,2.603140171,1.2,0.766929305,11.00785861
13.09101993,11.0090898,25.67295006,12.58193013,0.093,14.32101993,14.2,2.081930128,1.2,0.602089801,11.0181796
13.64389485,11.00356105,26.78422864,13.1403338,0.102,14.87389485,14.2,2.640333796,1.2,0.605561052,11.0071221
13.88028592,11.00119714,27.2593747,13.37908878,0.075,15.11028592,14.2,2.879088777,1.2,0.576197141,11.00239428
13.3850949,11.00614905,26.26404074,12.87894584,0.075,14.6150949,14.2,2.378945844,1.2,0.581149051,11.0122981
13.53897135,11.00461029,26.57333242,13.03436107,0.084,14.76897135,14.2,2.534361066,1.2,0.588610286,11.00922057
13.87658712,11.00123413,27.25194011,13.37535299,0.075,15.10658712,14.2,2.875352988,1.2,0.576234129,11.00246826
13.33986839,11.00660132,26.17313547,12.83326708,0.072,14.56986839,14.2,2.333267078,1.2,0.578601316,11.01320263
13.62854538,11.00371455,26.75337621,13.12483083,0.074,14.85854538,14.2,2.624830831,1.2,0.577714546,11.00742909
13.07269952,11.009273,25.63612603,12.56342651,0.084,14.30269952,14.2,2.063426511,1.2,0.593273005,11.01854601
13.40891938,11.00591081,26.31192795,12.90300857,0.063,14.63891938,14.2,2.403008573,1.2,0.568910806,11.01182161
13.84181094,11.00158189,27.18203999,13.34022905,0.074,15.07181094,14.2,2.840229051,1.2,0.575581891,11.00316378
13.60714791,11.00392852,26.7103673,13.10321939,0.09,14.83714791,14.2,2.60321939,1.2,0.593928521,11.00785704
13.27391738,11.00726083,26.04057393,12.76665655,0.092,14.50391738,14.2,2.26665655,1.2,0.599260826,11.01452165
13.29757979,11.0070242,26.08813537,12.79055558,0.074,14.52757979,14.2,2.290555585,1.2,0.581024202,11.0140484
13.21934253,11.00780657,25.93087849,12.71153596,0.073,14.44934253,14.2,2.211535958,1.2,0.580806575,11.01561315
13.21023859,11.00789761,25.91257957,12.70234098,0.075,14.44023859,14.2,2.202340976,1.2,0.582897614,11.01579523
2.396931545,1.006030685,4.287832405,1.89090086,0.075,3.626931545,7.7,1.39090086,5.7,0.581030685,1.012061369
13.75632177,11.00243678,27.01020677,13.25388499,0.611,14.98632177,14.2,2.753884992,1.2,1.113436782,11.00487356
13.98398778,11.00016012,27.46781544,13.48382766,0.085,15.21398778,14.2,2.983827658,1.2,0.585160122,11.00032024
13.81911025,11.0018089,27.13641161,13.31730136,0.077,15.04911025,14.2,2.817301355,1.2,0.578808897,11.00361779
13.50907171,11.00490928,26.51323413,13.00416242,0.087,14.73907171,14.2,2.504162425,1.2,0.591909283,11.00981857
13.64736071,11.00352639,26.79119502,13.14383431,0.07,14.87736071,14.2,2.643834315,1.2,0.573526393,11.00705279
13.07547298,11.00924527,25.64170069,12.56622771,0.077,14.30547298,14.2,2.066227709,1.2,0.58624527,11.01849054
13.04505212,11.00954948,25.58055477,12.53550265,0.064,14.27505212,14.2,2.035502646,1.2,0.573549479,11.01909896
13.60068648,11.00399314,26.69737982,13.09669334,0.071,14.83068648,14.2,2.596693344,1.2,0.574993135,11.00798627
13.27791511,11.00722085,26.04860936,12.77069426,0.096,14.50791511,14.2,2.270694258,1.2,0.603220849,11.0144417
13.14400543,11.00855995,25.77945092,12.63544549,0.078,14.37400543,14.2,2.135445488,1.2,0.586559946,11.01711989
2.502248814,1.004977512,4.499520116,1.997271302,0.077,3.732248814,7.7,1.497271302,5.7,0.581977512,1.009955024
13.02378857,11.00976211,25.53781502,12.51402645,0.104,14.25378857,14.2,2.014026453,1.2,0.613762114,11.01952423
13.93610181,11.00063898,27.37156464,13.43546283,0.087,15.16610181,14.2,2.935462831,1.2,0.587638982,11.00127796
13.09256657,11.00907433,25.67605882,12.58349224,0.104,14.32256657,14.2,2.083492241,1.2,0.613074334,11.01814867
13.97546194,11.00024538,27.45067851,13.47521656,0.071,15.20546194,14.2,2.975216564,1.2,0.571245381,11.00049076
13.89974149,11.00100259,27.2984804,13.39873891,0.076,15.12974149,14.2,2.898738908,1.2,0.577002585,11.00200517
13.60440033,11.003956,26.70484467,13.10044433,0.088,14.83440033,14.2,2.600444334,1.2,0.591955997,11.00791199
13.89423235,11.00105768,27.28740703,13.39317468,0.087,15.12423235,14.2,2.893174678,1.2,0.588057676,11.00211535
2.806650161,1.001933498,5.111366823,2.304716662,0.077,4.036650161,7.7,1.804716662,5.7,0.578933498,1.003866997
13.24687481,11.00753125,25.98621836,12.73934355,0.104,14.47687481,14.2,2.239343555,1.2,0.611531252,11.0150625
13.29258135,11.00707419,26.07808852,12.78550717,0.073,14.52258135,14.2,2.285507168,1.2,0.580074186,11.01414837
13.88949579,11.00110504,27.27788654,13.38839075,0.087,15.11949579,14.2,2.88839075,1.2,0.588105042,11.00221008
13.76595368,11.00234046,27.02956691,13.26361322,0.071,14.99595368,14.2,2.763613222,1.2,0.573340463,11.00468093
13.39779443,11.00602206,26.2895668,12.89177237,0.358,14.62779443,14.2,2.391772371,1.2,0.864022056,11.01204411
13.90725955,11.0009274,27.31359169,13.40633214,0.067,15.13725955,14.2,2.906332144,1.2,0.567927405,11.00185481
13.06818581,11.00931814,25.62705349,12.55886767,0.087,14.29818581,14.2,2.058867672,1.2,0.596318142,11.01863628
13.59621457,11.00403785,26.68839129,13.09217672,0.102,14.82621457,14.2,2.592176718,1.2,0.606037854,11.00807571
13.09929492,11.00900705,25.68958278,12.59028787,0.102,14.32929492,14.2,2.090287866,1.2,0.611007051,11.0180141
13.97109037,11.0002891,27.44189164,13.47080127,0.073,15.20109037,14.2,2.970801272,1.2,0.573289096,11.00057819
13.65628996,11.0034371,26.80914282,13.15285286,0.092,14.88628996,14.2,2.652852861,1.2,0.5954371,11.0068742
13.28496844,11.00715032,26.06278657,12.77781813,0.091,14.51496844,14.2,2.277818126,1.2,0.598150316,11.01430063
13.47911151,11.00520888,26.45301413,12.97390262,0.105,14.70911151,14.2,2.473902623,1.2,0.610208885,11.01041777
13.09707516,11.00902925,25.68512108,12.58804591,0.091,14.32707516,14.2,2.088045914,1.2,0.600029248,11.0180585
13.15924078,11.00840759,25.81007396,12.65083318,0.343,14.38924078,14.2,2.150833183,1.2,0.851407592,11.01681518
13.47429197,11.00525708,26.44332687,12.96903489,0.091,14.70429197,14.2,2.469034893,1.2,0.59625708,11.01051416
2.755108332,1.002448917,5.007767748,2.252659416,0.098,3.985108332,7.7,1.752659416,5.7,0.600448917,1.004897833
13.40050797,11.00599492,26.29502102,12.89451305,0.094,14.63050797,14.2,2.394513049,1.2,0.59999492,11.01198984
13.27648404,11.00723516,26.04573292,12.76924888,0.073,14.50648404,14.2,2.269248882,1.2,0.58023516,11.01447032
13.60912525,11.00390875,26.71434175,13.1052165,0.086,14.83912525,14.2,2.605216499,1.2,0.589908748,11.0078175
13.10157439,11.00898426,25.69416453,12.59259014,0.083,14.33157439,14.2,2.092590136,1.2,0.591984256,11.01796851
13.68852662,11.00311473,26.8739385,13.18541189,0.094,14.91852662,14.2,2.685411885,1.2,0.597114734,11.00622947
2.738357642,1.002616424,4.97409886,2.235741218,0.08,3.968357642,7.7,1.735741218,5.7,0.582616424,1.005232847
13.72812104,11.00271879,26.95352328,13.22540225,0.086,14.95812104,14.2,2.725402247,1.2,0.58871879,11.00543758
13.67653709,11.00323463,26.84983955,13.17330246,0.068,14.90653709,14.2,2.673302463,1.2,0.571234629,11.00646926
13.38011955,11.0061988,26.25404029,12.87392074,0.092,14.61011955,14.2,2.373920743,1.2,0.598198805,11.01239761
13.38636952,11.0061363,26.26660273,12.88023321,0.186,14.61636952,14.2,2.380233214,1.2,0.692136305,11.01227261
13.82186315,11.00178137,27.14194493,13.32008178,0.112,15.05186315,14.2,2.820081781,1.2,0.613781369,11.00356274
13.14454319,11.00855457,25.78053182,12.63598863,0.063,14.37454319,14.2,2.135988626,1.2,0.571554568,11.01710914
13.97928738,11.00020713,27.45836764,13.47908026,0.082,15.20928738,14.2,2.979080258,1.2,0.582207126,11.00041425
13.11194506,11.00888055,25.71500956,12.60306451,0.213,14.34194506,14.2,2.103064508,1.2,0.721880549,11.0177611
13.19116022,11.0080884,25.87423205,12.68307182,0.214,14.42116022,14.2,2.183071825,1.2,0.722088398,11.0161768
13.26234442,11.00737656,26.01731229,12.75496787,0.062,14.49234442,14.2,2.254967869,1.2,0.569376556,11.01475311
13.09225224,11.00907748,25.67542701,12.58317477,0.063,14.32225224,14.2,2.083174767,1.2,0.572077478,11.01815496
13.06102844,11.00938972,25.61266716,12.55163872,0.072,14.29102844,14.2,2.051638724,1.2,0.581389716,11.01877943
13.02749985,11.009725,25.5452747,12.51777485,0.093,14.25749985,14.2,2.01777485,1.2,0.602725001,11.01945
13.33863075,11.00661369,26.17064782,12.83201706,0.076,14.56863075,14.2,2.332017062,1.2,0.582613692,11.01322738
13.8829553,11.00117045,27.26474016,13.38178486,0.087,15.1129553,14.2,2.881784856,1.2,0.588170447,11.00234089
13.80137208,11.00198628,27.10075787,13.2993858,0.096,15.03137208,14.2,2.799385797,1.2,0.597986279,11.00397256
13.55288657,11.00447113,26.60130201,13.04841544,0.102,14.78288657,14.2,2.54841544,1.2,0.606471134,11.00894227
13.93632126,11.00063679,27.37200574,13.43568448,0.082,15.16632126,14.2,2.935684477,1.2,0.582636787,11.00127357
13.0064609,11.00993539,25.5029864,12.49652551,0.083,14.2364609,14.2,1.996525506,1.2,0.592935391,11.01987078
13.28007037,11.0071993,26.05294145,12.77287108,0.082,14.51007037,14.2,2.272871078,1.2,0.589199296,11.01439859
13.629426,11.00370574,26.75514626,13.12572026,0.083,14.859426,14.2,2.62572026,1.2,0.58670574,11.00741148
13.23441969,11.0076558,25.96118357,12.72676388,0.09,14.46441969,14.2,2.226763885,1.2,0.597655803,11.01531161
13.0546945,11.00945305,25.59993595,12.54524145,0.079,14.2846945,14.2,2.045241446,1.2,0.588453055,11.01890611
13.25970501,11.00740295,26.01200706,12.75230206,0.09,14.48970501,14.2,2.252302057,1.2,0.59740295,11.0148059
13.69645902,11.00303541,26.88988262,13.19342361,0.071,14.92645902,14.2,2.693423607,1.2,0.57403541,11.00607082
13.80967731,11.00190323,27.11745139,13.30777408,0.071,15.03967731,14.2,2.807774082,1.2,0.572903227,11.00380645
13.93807027,11.0006193,27.37552124,13.43745097,0.121,15.16807027,14.2,2.937450969,1.2,0.621619297,11.00123859
13.91301537,11.00086985,27.3251609,13.41214553,0.107,15.14301537,14.2,2.912145528,1.2,0.607869846,11.00173969
13.60409435,11.00395906,26.70422965,13.10013529,0.082,14.83409435,14.2,2.600135295,1.2,0.585959056,11.00791811
13.0325118,11.00967488,25.55534872,12.52283692,0.061,14.2625118,14.2,2.022836919,1.2,0.570674882,11.01934976
13.28479482,11.00715205,26.06243759,12.77764277,0.122,14.51479482,14.2,2.277642769,1.2,0.629152052,11.0143041
13.23594813,11.00764052,25.96425575,12.72830762,0.122,14.46594813,14.2,2.228307615,1.2,0.629640519,11.01528104
13.14892127,11.00851079,25.78933174,12.64041048,0.066,14.37892127,14.2,2.140410478,1.2,0.574510787,11.01702157
13.24868666,11.00751313,25.98986018,12.74117352,0.105,14.47868666,14.2,2.241173525,1.2,0.612513133,11.01502627
13.43044103,11.00569559,26.35518648,12.92474544,0.078,14.66044103,14.2,2.424745444,1.2,0.58369559,11.01139118
13.43872598,11.00561274,26.37183921,12.93311324,0.128,14.66872598,14.2,2.433113237,1.2,0.63361274,11.01122548
13.70488329,11.00295117,26.90681541,13.20193212,0.052,14.93488329,14.2,2.701932119,1.2,0.554951167,11.00590233
13.21980034,11.007802,25.93179868,12.71199834,0.08,14.44980034,14.2,2.211998343,1.2,0.587801997,11.01560399
13.51068416,11.00489316,26.51647516,13.005791,0.103,14.74068416,14.2,2.505791002,1.2,0.607893158,11.00978632
13.18815343,11.00811847,25.8681884,12.68003497,0.082,14.41815343,14.2,2.180034966,1.2,0.590118466,11.01623693
13.40117666,11.00598823,26.29636509,12.89518843,0.066,14.63117666,14.2,2.395188426,1.2,0.571988233,11.01197647
13.63672219,11.00363278,26.7698116,13.13308941,0.065,14.86672219,14.2,2.633089411,1.2,0.568632778,11.00726556
13.35380448,11.00646196,26.201147,12.84734252,0.118,14.58380448,14.2,2.34734252,1.2,0.624461955,11.01292391
13.77818064,11.00221819,27.05414309,13.27596245,0.118,15.00818064,14.2,2.775962446,1.2,0.620218194,11.00443639
13.73512914,11.00264871,26.96760956,13.23248043,0.082,14.96512914,14.2,2.732480428,1.2,0.584648709,11.00529742
13.87474956,11.0012525,27.24824661,13.37349705,0.067,15.10474956,14.2,2.873497052,1.2,0.568252504,11.00250501
2.083117618,1.009168824,3.657066413,1.573948795,0.072,3.313117618,7.7,1.073948795,5.7,0.581168824,1.018337648
13.19212112,11.00807879,25.87616345,12.68404233,0.093,14.42212112,14.2,2.18404233,1.2,0.601078789,11.01615758
13.36037348,11.00639627,26.2143507,12.85397722,0.089,14.59037348,14.2,2.353977219,1.2,0.595396265,11.01279253
13.85823307,11.00141767,27.21504847,13.3568154,0.093,15.08823307,14.2,2.856815402,1.2,0.594417669,11.00283534
13.7138849,11.00286115,26.92490864,13.21102374,0.107,14.9438849,14.2,2.711023745,1.2,0.609861151,11.0057223
13.21015767,11.00789842,25.91241691,12.70225925,0.096,14.44015767,14.2,2.202259246,1.2,0.603898423,11.01579685
13.77970845,11.00220292,27.05721399,13.27750554,0.09,15.00970845,14.2,2.777505538,1.2,0.592202915,11.00440583
13.19451053,11.00805489,25.88096617,12.68645564,0.12,14.42451053,14.2,2.186455639,1.2,0.628054895,11.01610979
2.900311453,1.000996885,5.29962602,2.399314567,0.066,4.130311453,7.7,1.899314567,5.7,0.566996885,1.001993771
2.463364049,1.00536636,4.421361738,1.957997689,0.078,3.693364049,7.7,1.457997689,5.7,0.58336636,1.010732719
13.45814481,11.00541855,26.41087108,12.95272626,0.08,14.68814481,14.2,2.452726262,1.2,0.585418552,11.0108371
13.22187753,11.00778122,25.93597385,12.71409631,0.116,14.45187753,14.2,2.21409631,1.2,0.623781225,11.01556245
13.38867451,11.00611325,26.27123576,12.88256125,0.109,14.61867451,14.2,2.382561255,1.2,0.615113255,11.01222651
13.56086928,11.00439131,26.61734725,13.05647797,0.088,14.79086928,14.2,2.556477971,1.2,0.592391307,11.00878261
13.15980498,11.00840195,25.811208,12.65140303,0.099,14.38980498,14.2,2.151403026,1.2,0.60740195,11.0168039
13.26326957,11.0073673,26.01917183,12.75590226,0.086,14.49326957,14.2,2.255902263,1.2,0.593367304,11.01473461
13.30541614,11.00694584,26.10388645,12.79847031,0.072,14.53541614,14.2,2.298470306,1.2,0.578945839,11.01389168
13.62033852,11.00379661,26.73688042,13.1165419,0.071,14.85033852,14.2,2.616541904,1.2,0.574796615,11.00759323
13.62789339,11.00372107,26.75206572,13.12417233,0.083,14.85789339,14.2,2.624172328,1.2,0.586721066,11.00744213
13.45358174,11.00546418,26.40169929,12.94811756,0.107,14.68358174,14.2,2.448117555,1.2,0.612464183,11.01092837
13.09467281,11.00905327,25.68029235,12.58561954,0.083,14.32467281,14.2,2.085619541,1.2,0.592053272,11.01810654
13.05091712,11.00949083,25.59234341,12.54142629,0.076,14.28091712,14.2,2.041426293,1.2,0.585490829,11.01898166
13.30057266,11.00699427,26.09415106,12.79357839,0.159,14.53057266,14.2,2.293578391,1.2,0.665994273,11.01398855
13.22738186,11.00772618,25.94703754,12.71965568,0.074,14.45738186,14.2,2.219655681,1.2,0.581726181,11.01545236
2.257629798,1.007423702,4.007835893,1.750206096,0.063,3.487629798,7.7,1.250206096,5.7,0.570423702,1.014847404
13.51466764,11.00485332,26.52448195,13.00981432,0.056,14.74466764,14.2,2.509814315,1.2,0.560853324,11.00970665
13.02697136,11.00973029,25.54421243,12.51724107,0.067,14.25697136,14.2,2.017241071,1.2,0.576730286,11.01946057
13.26324009,11.0073676,26.01911258,12.75587249,0.106,14.49324009,14.2,2.255872491,1.2,0.613367599,11.0147352
13.67275479,11.00327245,26.84223714,13.16948234,0.089,14.90275479,14.2,2.669482342,1.2,0.592272452,11.0065449
13.88685854,11.00113141,27.27258566,13.38572712,0.124,15.11685854,14.2,2.885727121,1.2,0.625131415,11.00226283
13.63783005,11.0036217,26.7720384,13.13420835,0.078,14.86783005,14.2,2.63420835,1.2,0.5816217,11.0072434
13.50895025,11.0049105,26.51299001,13.00403976,0.074,14.73895025,14.2,2.504039757,1.2,0.578910497,11.00982099
13.64213674,11.00357863,26.78069485,13.13855811,0.088,14.87213674,14.2,2.638558111,1.2,0.591578633,11.00715727
13.32751895,11.00672481,26.14831309,12.82079414,0.094,14.55751895,14.2,2.320794142,1.2,0.60072481,11.01344962
13.02446745,11.00975533,25.53917958,12.51471213,0.08,14.25446745,14.2,2.01471213,1.2,0.589755325,11.01951065
13.4901498,11.0050985,26.4752011,12.9850513,0.085,14.7201498,14.2,2.485051298,1.2,0.590098502,11.010197
13.2242288,11.00775771,25.94069988,12.71647108,0.08,14.4542288,14.2,2.216471083,1.2,0.587757712,11.01551542
13.88636354,11.00113636,27.27159071,13.38522717,0.08,15.11636354,14.2,2.885227172,1.2,0.581136365,11.00227273
13.26326321,11.00736737,26.01915905,12.75589584,0.087,14.49326321,14.2,2.255895839,1.2,0.594367368,11.01473474
13.77835675,11.00221643,27.05449707,13.27614032,0.09,15.00835675,14.2,2.776140317,1.2,0.592216433,11.00443287
13.95888025,11.0004112,27.41734929,13.45846905,0.088,15.18888025,14.2,2.958469048,1.2,0.588411198,11.0008224
13.99190177,11.00008098,27.48372256,13.49182079,0.079,15.22190177,14.2,2.991820787,1.2,0.579080982,11.00016196
13.35569884,11.00644301,26.20495467,12.84925583,0.088,14.58569884,14.2,2.349255831,1.2,0.594443012,11.01288602
13.33107235,11.00668928,26.15545541,12.82438307,0.096,14.56107235,14.2,2.324383069,1.2,0.602689277,11.01337855
2.492009621,1.005079904,4.478939339,1.986929718,0.045,3.722009621,7.7,1.486929718,5.7,0.550079904,1.010159808
13.28598463,11.00714015,26.0648291,12.77884447,0.085,14.51598463,14.2,2.278844474,1.2,0.592140154,11.01428031
13.72485932,11.00275141,26.94696723,13.22210791,0.082,14.95485932,14.2,2.722107913,1.2,0.584751407,11.00550281
13.86815246,11.00131848,27.23498645,13.36683399,0.112,15.09815246,14.2,2.866833987,1.2,0.613318475,11.00263695
13.92522275,11.00074777,27.34969773,13.42447498,0.063,15.15522275,14.2,2.924474979,1.2,0.563747772,11.00149554
13.77631055,11.00223689,27.05038421,13.27407366,0.066,15.00631055,14.2,2.774073656,1.2,0.568236894,11.00447379
2.704784154,1.002952158,4.90661615,2.201831996,0.122,3.934784154,7.7,1.701831996,5.7,0.624952158,1.005904317
13.3730651,11.00626935,26.23986085,12.86679575,0.087,14.6030651,14.2,2.366795751,1.2,0.593269349,11.0125387
13.26982122,11.00730179,26.03234064,12.76251943,0.087,14.49982122,14.2,2.262519429,1.2,0.594301788,11.01460358
13.96289714,11.00037103,27.42542324,13.46252611,0.064,15.19289714,14.2,2.962526107,1.2,0.564371029,11.00074206
2.676942537,1.003230575,4.8506545,2.173711963,0.122,3.906942537,7.7,1.673711963,5.7,0.625230575,1.006461149
13.45495918,11.00545041,26.40446796,12.94950877,0.059,14.68495918,14.2,2.449508775,1.2,0.564450408,11.01090082
13.41388579,11.00586114,26.32191044,12.90802465,0.085,14.64388579,14.2,2.408024647,1.2,0.590861142,11.01172228
13.07403002,11.0092597,25.63880034,12.56477032,0.085,14.30403002,14.2,2.064770322,1.2,0.5942597,11.0185194
13.12473168,11.00875268,25.74071068,12.615979,0.075,14.35473168,14.2,2.115978996,1.2,0.583752683,11.01750537
13.64285522,11.00357145,26.78213898,13.13928377,0.059,14.87285522,14.2,2.639283767,1.2,0.562571448,11.0071429
13.12509924,11.00874901,25.74144947,12.61635023,0.063,14.35509924,14.2,2.116350232,1.2,0.571749008,11.01749802
13.77124023,11.0022876,27.04019286,13.26895263,0.093,15.00124023,14.2,2.768952632,1.2,0.595287598,11.0045752
13.90287933,11.00097121,27.30478745,13.40190812,0.174,15.13287933,14.2,2.90190812,1.2,0.674971207,11.00194241
13.54564964,11.0045435,26.58675578,13.04110614,0.07,14.77564964,14.2,2.541106139,1.2,0.574543504,11.00908701
13.66281778,11.00337182,26.82226374,13.15944596,0.08,14.89281778,14.2,2.659445958,1.2,0.583371822,11.00674364
13.20046055,11.00799539,25.89292571,12.69246516,0.08,14.43046055,14.2,2.192465156,1.2,0.587995394,11.01599079
13.95485229,11.00045148,27.4092531,13.45440081,0.1,15.18485229,14.2,2.95440081,1.2,0.600451477,11.00090295
13.5289656,11.00471034,26.55322085,13.02425525,0.097,14.7589656,14.2,2.524255253,1.2,0.601710344,11.00942069
13.61714359,11.00382856,26.73045862,13.11331503,0.087,14.84714359,14.2,2.61331503,1.2,0.590828564,11.00765713
13.41324314,11.00586757,26.32061872,12.90737558,0.117,14.64324314,14.2,2.407375575,1.2,0.622867569,11.01173514
13.26052234,11.00739478,26.0136499,12.75312756,0.111,14.49052234,14.2,2.253127561,1.2,0.618394777,11.01478955
13.80831568,11.00191684,27.11471451,13.30639884,0.091,15.03831568,14.2,2.806398835,1.2,0.592916843,11.00383369
13.5848485,11.00415152,26.66554548,13.08069698,0.121,14.8148485,14.2,2.580696982,1.2,0.625151515,11.00830303
2.84926783,1.001507322,5.197028338,2.347760508,0.066,4.07926783,7.7,1.847760508,5.7,0.567507322,1.003014643
13.85154796,11.00148452,27.2016114,13.35006344,0.089,15.08154796,14.2,2.850063438,1.2,0.59048452,11.00296904
2.928127,1.00071873,5.35553527,2.42740827,0.059,4.158127,7.7,1.92740827,5.7,0.55971873,1.00143746
13.02630364,11.00973696,25.54287031,12.51656667,0.047,14.25630364,14.2,2.016566675,1.2,0.556736964,11.01947393
13.89115499,11.00108845,27.28122153,13.39006654,0.066,15.12115499,14.2,2.890066539,1.2,0.56708845,11.0021769
13.9033078,11.00096692,27.30564868,13.40234088,0.047,15.1333078,14.2,2.90234088,1.2,0.547966922,11.00193384
2.30162492,1.006983751,4.09626609,1.794641169,0.059,3.53162492,7.7,1.294641169,5.7,0.565983751,1.013967502
2.477042974,1.00522957,4.448856378,1.971813404,0.045,3.707042974,7.7,1.471813404,5.7,0.55022957,1.010459141
13.33696807,11.00663032,26.16730581,12.83033775,0.077,14.56696807,14.2,2.330337747,1.2,0.583630319,11.01326064
13.71862458,11.00281375,26.93443541,13.21581083,0.07,14.94862458,14.2,2.715810829,1.2,0.572813754,11.00562751
13.32432134,11.00675679,26.1418859,12.81756456,0.088,14.55432134,14.2,2.317564558,1.2,0.594756787,11.01351357
13.62209184,11.00377908,26.74040459,13.11831275,0.066,14.85209184,14.2,2.618312755,1.2,0.569779082,11.00755816
13.80209401,11.00197906,27.10220896,13.30011495,0.074,15.03209401,14.2,2.800114951,1.2,0.57597906,11.00395812
13.15087191,11.00849128,25.79325254,12.64238063,0.078,14.38087191,14.2,2.14238063,1.2,0.586491281,11.01698256
13.62263739,11.00377363,26.74150114,13.11886376,0.091,14.85263739,14.2,2.618863759,1.2,0.594773626,11.00754725
13.47480613,11.00525194,26.44436032,12.96955419,0.076,14.70480613,14.2,2.46955419,1.2,0.581251939,11.01050388
13.80184325,11.00198157,27.10170494,13.29986169,0.091,15.03184325,14.2,2.799861685,1.2,0.592981567,11.00396313
13.4238178,11.00576182,26.34187377,12.91805598,0.06,14.6538178,14.2,2.418055975,1.2,0.565761822,11.01152364
13.05263425,11.00947366,25.59579484,12.54316059,0.066,14.28263425,14.2,2.043160591,1.2,0.575473658,11.01894732
13.7654497,11.0023455,27.02855389,13.2631042,0.076,14.9954497,14.2,2.763104195,1.2,0.578345503,11.00469101
13.14577055,11.00854229,25.78299881,12.63722826,0.062,14.37577055,14.2,2.137228258,1.2,0.570542294,11.01708459
13.03308122,11.00966919,25.55649325,12.52341203,0.072,14.26308122,14.2,2.023412032,1.2,0.581669188,11.01933838
13.00047368,11.00999526,25.4909521,12.49047842,0.068,14.23047368,14.2,1.990478417,1.2,0.577995263,11.01999053
13.11288643,11.00887114,25.71690173,12.60401529,0.1,14.34288643,14.2,2.104015295,1.2,0.608871136,11.01774227
13.12144545,11.00878555,25.73410536,12.61265991,0.077,14.35144545,14.2,2.112659907,1.2,0.585785545,11.01757109
2.8761425,1.001238575,5.251046425,2.374903925,0.054,4.1061425,7.7,1.874903925,5.7,0.555238575,1.00247715
13.04868402,11.00951316,25.58785487,12.53917086,0.079,14.27868402,14.2,2.039170857,1.2,0.58851316,11.01902632
13.52910012,11.004709,26.55349124,13.02439112,0.081,14.75910012,14.2,2.524391123,1.2,0.585708999,11.009418
13.15341421,11.00846586,25.79836256,12.64494835,0.127,14.38341421,14.2,2.14494835,1.2,0.635465858,11.01693172
13.97411573,11.00025884,27.44797263,13.47385689,0.1,15.20411573,14.2,2.973856892,1.2,0.600258843,11.00051769
13.51890724,11.00481093,26.53300356,13.01409632,0.095,14.74890724,14.2,2.514096315,1.2,0.599810928,11.00962186
13.83189772,11.00168102,27.16211441,13.3302167,0.095,15.06189772,14.2,2.830216695,1.2,0.596681023,11.00336205
13.09409017,11.0090591,25.67912124,12.58503107,0.413,14.32409017,14.2,2.085031071,1.2,0.922059098,11.0181182
2.425107749,1.005748923,4.344466576,1.919358827,0.084,3.655107749,7.7,1.419358827,5.7,0.589748923,1.011497845
13.66025168,11.00339748,26.81710588,13.1568542,0.084,14.89025168,14.2,2.656854198,1.2,0.587397483,11.00679497
13.55091996,11.0044908,26.59734911,13.04642916,0.063,14.78091996,14.2,2.546429157,1.2,0.5674908,11.0089816
13.3855716,11.00614428,26.26499892,12.87942732,0.086,14.6155716,14.2,2.379427316,1.2,0.592144284,11.01228857
13.05819009,11.0094181,25.60696207,12.54877199,0.095,14.28819009,14.2,2.048771986,1.2,0.604418099,11.0188362
13.19427195,11.00805728,25.88048662,12.68621467,0.097,14.42427195,14.2,2.186214672,1.2,0.60505728,11.01611456
13.78985312,11.00210147,27.07760477,13.28775165,0.084,15.01985312,14.2,2.78775165,1.2,0.586101469,11.00420294
13.86135417,11.00138646,27.22132189,13.35996771,0.074,15.09135417,14.2,2.859967715,1.2,0.575386458,11.00277292
13.62903762,11.00370962,26.75436561,13.125328,0.083,14.85903762,14.2,2.625327996,1.2,0.586709624,11.00741925
13.71125657,11.00288743,26.91962571,13.20836914,0.087,14.94125657,14.2,2.708369135,1.2,0.589887434,11.00577487
13.81420361,11.00185796,27.12654925,13.31234564,0.085,15.04420361,14.2,2.812345645,1.2,0.586857964,11.00371593
13.84341105,11.00156589,27.18525621,13.34184516,0.098,15.07341105,14.2,2.84184516,1.2,0.59956589,11.00313178
13.96093258,11.00039067,27.42147449,13.46054191,0.084,15.19093258,14.2,2.960541906,1.2,0.584390674,11.00078135
